Chapter,Group,Sub-group,Sub-group disaggregation,Topic,Topic disaggregation,Current/Trend,Year,Numerator,Denominator,Per cent
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Not stated,Trend,2016,226,1010,22.4
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Indigenous,Trend,2016,244,13608,1.8
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Non-Indigenous,Trend,2016,12958,295629,4.4
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Not stated,Trend,2016,63,1010,6.2
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Indigenous,Trend,2016,0,13608,0
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Non-Indigenous,Trend,2016,39,295629,0
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Not stated,Trend,2016,3,1010,0.3
Overview and demographics,Maternal age,Maternal age,20,Parity,None,Trend,2016,6136,132842,4.6
Overview and demographics,Maternal age,Maternal age,20,Parity,One,Trend,2016,1136,108637,1
Overview and demographics,Maternal age,Maternal age,20,Parity,Two,Trend,2016,109,42648,0.3
Overview and demographics,Maternal age,Maternal age,20,Parity,Three,Trend,2016,7,15034,0
Overview and demographics,Maternal age,Maternal age,24,Parity,None,Trend,2016,20868,132842,15.7
Overview and demographics,Maternal age,Maternal age,24,Parity,One,Trend,2016,11909,108637,11
Overview and demographics,Maternal age,Maternal age,24,Parity,Two,Trend,2016,3557,42648,8.3
Overview and demographics,Maternal age,Maternal age,24,Parity,Three,Trend,2016,835,15034,5.6
Overview and demographics,Maternal age,Maternal age,24,Parity,Four or more,Trend,2016,207,10352,2
Overview and demographics,Maternal age,Maternal age,24,Parity,Not stated,Trend,2016,45,734,6.1
Overview and demographics,Maternal age,Maternal age,29,Parity,None,Trend,2016,41952,132842,31.6
Overview and demographics,Maternal age,Maternal age,29,Parity,One,Trend,2016,26145,108637,24.1
Overview and demographics,Maternal age,Maternal age,29,Parity,Two,Trend,2016,10157,42648,23.8
Overview and demographics,Maternal age,Maternal age,29,Parity,Three,Trend,2016,3513,15034,23.4
Overview and demographics,Maternal age,Maternal age,29,Parity,Four or more,Trend,2016,1751,10352,16.9
Overview and demographics,Maternal age,Maternal age,29,Parity,Not stated,Trend,2016,149,734,20.3
Overview and demographics,Maternal age,Maternal age,34,Parity,None,Trend,2016,44024,132842,33.1
Overview and demographics,Maternal age,Maternal age,34,Parity,One,Trend,2016,42122,108637,38.8
Overview and demographics,Maternal age,Maternal age,34,Parity,Two,Trend,2016,15539,42648,36.4
Overview and demographics,Maternal age,Maternal age,34,Parity,Three,Trend,2016,5377,15034,35.8
Overview and demographics,Maternal age,Maternal age,34,Parity,Four or more,Trend,2016,3640,10352,35.2
Overview and demographics,Maternal age,Maternal age,34,Parity,Not stated,Trend,2016,244,734,33.2
Overview and demographics,Maternal age,Maternal age,39,Parity,None,Trend,2016,16182,132842,12.2
Overview and demographics,Maternal age,Maternal age,39,Parity,One,Trend,2016,22768,108637,21
Overview and demographics,Maternal age,Maternal age,39,Parity,Two,Trend,2016,10924,42648,25.6
Overview and demographics,Maternal age,Maternal age,39,Parity,Three,Trend,2016,4109,15034,27.3
Overview and demographics,Maternal age,Maternal age,39,Parity,Four or more,Trend,2016,3317,10352,32
Overview and demographics,Maternal age,Maternal age,39,Parity,Not stated,Trend,2016,211,734,28.7
Overview and demographics,Maternal age,Maternal age,40,Parity,None,Trend,2016,3664,132842,2.8
Overview and demographics,Maternal age,Maternal age,40,Parity,One,Trend,2016,4541,108637,4.2
Overview and demographics,Maternal age,Maternal age,40,Parity,Two,Trend,2016,2355,42648,5.5
Overview and demographics,Maternal age,Maternal age,40,Parity,Three,Trend,2016,1190,15034,7.9
Overview and demographics,Maternal age,Maternal age,0,Parity,None,Trend,2016,16,132842,0
Overview and demographics,Maternal age,Maternal age,0,Parity,One,Trend,2016,16,108637,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Two,Trend,2016,7,42648,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Three,Trend,2016,3,15034,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Four or more,Trend,2016,0,10352,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Not stated,Trend,2016,0,734,0
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,NSW,Trend,2016,2114,97290,2.2
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Vic,Trend,2016,1206,79710,1.5
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Qld,Trend,2016,2110,61858,3.4
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,WA,Trend,2016,930,35396,2.6
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,SA,Trend,2016,474,19758,2.4
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Tas,Trend,2016,248,5818,4.3
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,ACT,Trend,2016,70,6457,1.1
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,NT,Trend,2016,243,3960,6.1
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,NSW,Trend,2016,11005,97290,11.3
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Vic,Trend,2016,7649,79710,9.6
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Qld,Trend,2016,9668,61858,15.6
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,WA,Trend,2016,4343,35396,12.3
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,SA,Trend,2016,2433,19758,12.3
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Tas,Trend,2016,1053,5818,18.1
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,ACT,Trend,2016,530,6457,8.2
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,NT,Trend,2016,740,3960,18.7
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,NSW,Trend,2016,25921,97290,26.6
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Vic,Trend,2016,20441,79710,25.6
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Qld,Trend,2016,17469,61858,28.2
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,WA,Trend,2016,9839,35396,27.8
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,SA,Trend,2016,5602,19758,28.4
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Tas,Trend,2016,1610,5818,27.7
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,ACT,Trend,2016,1650,6457,25.6
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,NT,Trend,2016,1135,3960,28.7
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,NSW,Trend,2016,35124,97290,36.1
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Vic,Trend,2016,30212,79710,37.9
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Qld,Trend,2016,20422,61858,33
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,WA,Trend,2016,12653,35396,35.7
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,SA,Trend,2016,7041,19758,35.6
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Tas,Trend,2016,1784,5818,30.7
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,ACT,Trend,2016,2548,6457,39.5
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,NT,Trend,2016,1162,3960,29.3
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,NSW,Trend,2016,18622,97290,19.1
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Vic,Trend,2016,16352,79710,20.5
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Qld,Trend,2016,9915,61858,16
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,WA,Trend,2016,6331,35396,17.9
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,SA,Trend,2016,3467,19758,17.5
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Tas,Trend,2016,908,5818,15.6
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,ACT,Trend,2016,1365,6457,21.1
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,NT,Trend,2016,551,3960,13.9
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,NSW,Trend,2016,4469,97290,4.6
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Vic,Trend,2016,3843,79710,4.8
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Qld,Trend,2016,2274,61858,3.7
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,WA,Trend,2016,1300,35396,3.7
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,SA,Trend,2016,741,19758,3.8
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Tas,Trend,2016,215,5818,3.7
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,ACT,Trend,2016,294,6457,4.6
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,NT,Trend,2016,129,3960,3.3
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,NSW,Trend,2016,35,97290,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Vic,Trend,2016,7,79710,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Qld,Trend,2016,0,61858,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,WA,Trend,2016,0,35396,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,SA,Trend,2016,0,19758,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Tas,Trend,2016,0,5818,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,ACT,Trend,2016,0,6457,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,NT,Trend,2016,0,3960,0
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Public,Trend,2017,6211,202913,3.1
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Private,Trend,2017,221,87375,0.3
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Not stated,Trend,2017,24,764,3.1
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Public,Trend,2017,31052,202913,15.3
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Private,Trend,2017,2536,87375,2.9
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Not stated,Trend,2017,99,764,13
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Public,Trend,2017,60923,202913,30
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Private,Trend,2017,16928,87375,19.4
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Not stated,Trend,2017,204,764,26.7
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Public,Trend,2017,65175,202913,32.1
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Private,Trend,2017,38116,87375,43.6
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Not stated,Trend,2017,216,764,28.3
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Public,Trend,2017,32450,202913,16
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Private,Trend,2017,23982,87375,27.4
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Not stated,Trend,2017,171,764,22.4
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Public,Trend,2017,7100,202913,3.5
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Private,Trend,2017,5573,87375,6.4
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Not stated,Trend,2017,49,764,6.4
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Public,Trend,2017,2,202913,0
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Private,Trend,2017,19,87375,0
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Not stated,Trend,2017,1,764,0.1
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Public,Trend,2017,6151,215615,2.9
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Private,Trend,2017,305,75437,0.4
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Not stated,Trend,2017,0,0,0
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Public,Trend,2017,31160,215615,14.5
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Private,Trend,2017,2527,75437,3.3
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Not stated,Trend,2017,0,0,0
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Public,Trend,2017,63447,215615,29.4
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Private,Trend,2017,14608,75437,19.4
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Not stated,Trend,2017,0,0,0
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Public,Trend,2017,70772,215615,32.8
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Private,Trend,2017,32735,75437,43.4
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Not stated,Trend,2017,0,0,0
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Public,Trend,2017,36075,215615,16.7
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Private,Trend,2017,20528,75437,27.2
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Not stated,Trend,2017,0,0,0
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Public,Trend,2017,8007,215615,3.7
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Private,Trend,2017,4715,75437,6.3
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Not stated,Trend,2017,0,0,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Public,Trend,2017,3,215615,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Private,Trend,2017,19,75437,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Not stated,Trend,2017,0,0,0
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Indigenous,Trend,2017,1784,13551,13.2
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Non-Indigenous,Trend,2017,4883,286762,1.7
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Not stated,Trend,2017,10,782,1.3
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Indigenous,Trend,2017,4362,13551,32.2
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Non-Indigenous,Trend,2017,30525,286762,10.6
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Not stated,Trend,2017,55,782,7
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Indigenous,Trend,2017,3822,13551,28.2
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Non-Indigenous,Trend,2017,76884,286762,26.8
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Not stated,Trend,2017,189,782,24.2
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Indigenous,Trend,2017,2293,13551,16.9
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Non-Indigenous,Trend,2017,104523,286762,36.4
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Not stated,Trend,2017,306,782,39.1
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Indigenous,Trend,2017,1059,13551,7.8
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Non-Indigenous,Trend,2017,57176,286762,19.9
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Not stated,Trend,2017,176,782,22.5
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Indigenous,Trend,2017,230,13551,1.7
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Non-Indigenous,Trend,2017,12748,286762,4.4
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Not stated,Trend,2017,42,782,5.4
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Indigenous,Trend,2017,1,13551,0
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Non-Indigenous,Trend,2017,23,286762,0
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Not stated,Trend,2017,4,782,0.5
Overview and demographics,Maternal age,Maternal age,20,Parity,None,Trend,2017,5534,127344,4.3
Overview and demographics,Maternal age,Maternal age,20,Parity,One,Trend,2017,1027,105775,1
Overview and demographics,Maternal age,Maternal age,20,Parity,Two,Trend,2017,101,42415,0.2
Overview and demographics,Maternal age,Maternal age,20,Parity,Three,Trend,2017,10,14624,0.1
Overview and demographics,Maternal age,Maternal age,20,Parity,Four or more,Trend,2017,0,10091,0
Overview and demographics,Maternal age,Maternal age,20,Parity,Not stated,Trend,2017,5,846,0.6
Overview and demographics,Maternal age,Maternal age,24,Parity,None,Trend,2017,19567,127344,15.4
Overview and demographics,Maternal age,Maternal age,24,Parity,One,Trend,2017,10926,105775,10.3
Overview and demographics,Maternal age,Maternal age,24,Parity,Two,Trend,2017,3425,42415,8.1
Overview and demographics,Maternal age,Maternal age,24,Parity,Three,Trend,2017,756,14624,5.2
Overview and demographics,Maternal age,Maternal age,24,Parity,Four or more,Trend,2017,200,10091,2
Overview and demographics,Maternal age,Maternal age,24,Parity,Not stated,Trend,2017,68,846,8
Overview and demographics,Maternal age,Maternal age,29,Parity,None,Trend,2017,40020,127344,31.4
Overview and demographics,Maternal age,Maternal age,29,Parity,One,Trend,2017,25363,105775,24
Overview and demographics,Maternal age,Maternal age,29,Parity,Two,Trend,2017,10006,42415,23.6
Overview and demographics,Maternal age,Maternal age,29,Parity,Three,Trend,2017,3633,14624,24.8
Overview and demographics,Maternal age,Maternal age,29,Parity,Four or more,Trend,2017,1703,10091,16.9
Overview and demographics,Maternal age,Maternal age,29,Parity,Not stated,Trend,2017,170,846,20.1
Overview and demographics,Maternal age,Maternal age,34,Parity,None,Trend,2017,42218,127344,33.2
Overview and demographics,Maternal age,Maternal age,34,Parity,One,Trend,2017,40844,105775,38.6
Overview and demographics,Maternal age,Maternal age,34,Parity,Two,Trend,2017,15093,42415,35.6
Overview and demographics,Maternal age,Maternal age,34,Parity,Three,Trend,2017,5197,14624,35.5
Overview and demographics,Maternal age,Maternal age,34,Parity,Four or more,Trend,2017,3497,10091,34.7
Overview and demographics,Maternal age,Maternal age,34,Parity,Not stated,Trend,2017,273,846,32.3
Overview and demographics,Maternal age,Maternal age,39,Parity,None,Trend,2017,16390,127344,12.9
Overview and demographics,Maternal age,Maternal age,39,Parity,One,Trend,2017,23197,105775,21.9
Overview and demographics,Maternal age,Maternal age,39,Parity,Two,Trend,2017,11349,42415,26.8
Overview and demographics,Maternal age,Maternal age,39,Parity,Three,Trend,2017,3919,14624,26.8
Overview and demographics,Maternal age,Maternal age,39,Parity,Four or more,Trend,2017,3318,10091,32.9
Overview and demographics,Maternal age,Maternal age,39,Parity,Not stated,Trend,2017,238,846,28.1
Overview and demographics,Maternal age,Maternal age,40,Parity,None,Trend,2017,3603,127344,2.8
Overview and demographics,Maternal age,Maternal age,40,Parity,One,Trend,2017,4409,105775,4.2
Overview and demographics,Maternal age,Maternal age,40,Parity,Two,Trend,2017,2439,42415,5.8
Overview and demographics,Maternal age,Maternal age,40,Parity,Three,Trend,2017,1108,14624,7.6
Overview and demographics,Maternal age,Maternal age,40,Parity,Four or more,Trend,2017,1371,10091,13.6
Overview and demographics,Maternal age,Maternal age,40,Parity,Not stated,Trend,2017,90,846,10.6
Overview and demographics,Maternal age,Maternal age,0,Parity,None,Trend,2017,12,127344,0
Overview and demographics,Maternal age,Maternal age,0,Parity,One,Trend,2017,9,105775,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Two,Trend,2017,2,42415,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Three,Trend,2017,1,14624,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Four or more,Trend,2017,2,10091,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Not stated,Trend,2017,2,846,0.2
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,NSW,Trend,2017,1867,94434,2
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Vic,Trend,2017,1069,78584,1.4
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Qld,Trend,2017,2002,59387,3.4
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,WA,Trend,2017,831,34016,2.4
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,SA,Trend,2017,406,19195,2.1
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Tas,Trend,2017,205,5496,3.7
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,ACT,Trend,2017,73,6185,1.2
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,NT,Trend,2017,224,3798,5.9
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,NSW,Trend,2017,10539,94434,11.2
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Vic,Trend,2017,7124,78584,9.1
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Qld,Trend,2017,8861,59387,14.9
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,WA,Trend,2017,4046,34016,11.9
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,SA,Trend,2017,2333,19195,12.2
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Tas,Trend,2017,913,5496,16.6
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,ACT,Trend,2017,480,6185,7.8
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,NT,Trend,2017,646,3798,17
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,NSW,Trend,2017,25034,94434,26.5
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Vic,Trend,2017,20108,78584,25.6
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Qld,Trend,2017,16846,59387,28.4
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,WA,Trend,2017,9360,34016,27.5
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,SA,Trend,2017,5389,19195,28.1
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Tas,Trend,2017,1557,5496,28.3
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,ACT,Trend,2017,1511,6185,24.4
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,NT,Trend,2017,1090,3798,28.7
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,NSW,Trend,2017,33638,94434,35.6
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Vic,Trend,2017,29669,78584,37.8
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Qld,Trend,2017,19456,59387,32.8
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,WA,Trend,2017,12125,34016,35.6
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,SA,Trend,2017,6886,19195,35.9
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Tas,Trend,2017,1740,5496,31.7
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,ACT,Trend,2017,2433,6185,39.3
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,NT,Trend,2017,1175,3798,30.9
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,NSW,Trend,2017,19037,94434,20.2
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Vic,Trend,2017,16744,78584,21.3
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Qld,Trend,2017,10014,59387,16.9
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,WA,Trend,2017,6351,34016,18.7
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,SA,Trend,2017,3455,19195,18
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Tas,Trend,2017,863,5496,15.7
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,ACT,Trend,2017,1387,6185,22.4
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,NT,Trend,2017,560,3798,14.7
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,NSW,Trend,2017,4295,94434,4.5
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Vic,Trend,2017,3866,78584,4.9
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Qld,Trend,2017,2208,59387,3.7
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,WA,Trend,2017,1303,34016,3.8
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,SA,Trend,2017,726,19195,3.8
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Tas,Trend,2017,218,5496,4
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,ACT,Trend,2017,301,6185,4.9
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,NT,Trend,2017,103,3798,2.7
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,NSW,Trend,2017,24,94434,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Vic,Trend,2017,4,78584,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Qld,Trend,2017,0,59387,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,WA,Trend,2017,0,34016,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,SA,Trend,2017,0,19195,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Tas,Trend,2017,0,5496,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,ACT,Trend,2017,0,6185,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,NT,Trend,2017,0,3798,0
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Public,Trend,2018,5557,203484,2.7
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Private,Trend,2018,191,83317,0.2
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Not stated,Trend,2018,13,788,1.6
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Public,Trend,2018,29944,203484,14.7
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Private,Trend,2018,2368,83317,2.8
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Not stated,Trend,2018,78,788,9.9
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Public,Trend,2018,59992,203484,29.5
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Private,Trend,2018,15739,83317,18.9
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Not stated,Trend,2018,207,788,26.3
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Public,Trend,2018,67181,203484,33
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Private,Trend,2018,36045,83317,43.3
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Not stated,Trend,2018,286,788,36.3
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Public,Trend,2018,33482,203484,16.5
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Private,Trend,2018,23566,83317,28.3
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Not stated,Trend,2018,156,788,19.8
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Public,Trend,2018,7326,203484,3.6
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Private,Trend,2018,5397,83317,6.5
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Not stated,Trend,2018,47,788,6
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Public,Trend,2018,2,203484,0
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Private,Trend,2018,11,83317,0
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Not stated,Trend,2018,1,788,0.1
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Public,Trend,2018,5508,215016,2.6
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Private,Trend,2018,253,72573,0.3
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Not stated,Trend,2018,0,0,0
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Public,Trend,2018,30052,215016,14
