babies_term,topic,topic_disaggregation,year,count,year_total,percent_total
Not stated,Country of birth (mother),Born overseas,2016,104,107880,0.1
Not stated,Country of birth (mother),Not stated,2016,1,1710,0.1
Pre-term,Hospital sector,Public,2016,20220,226782,8.9
Pre-term,Hospital sector,Private,2016,6360,80227,7.9
Pre-term,Hospital sector,Not stated,2016,0,0,0
Term,Hospital sector,Public,2016,204820,226782,90.3
Term,Hospital sector,Private,2016,73681,80227,91.8
Term,Hospital sector,Not stated,2016,0,0,0
Post-term,Hospital sector,Public,2016,1534,226782,0.7
Post-term,Hospital sector,Private,2016,145,80227,0.2
Post-term,Hospital sector,Not stated,2016,0,0,0
Not stated,Hospital sector,Public,2016,208,226782,0.1
Not stated,Hospital sector,Private,2016,41,80227,0.1
Not stated,Hospital sector,Not stated,2016,0,0,0
Pre-term,Indigenous status (mother),Indigenous,2016,1872,13794,13.6
Pre-term,Indigenous status (mother),Non-Indigenous,2016,24831,299988,8.3
Pre-term,Indigenous status (mother),Not stated,2016,111,1032,10.8
Term,Indigenous status (mother),Indigenous,2016,11838,13794,85.8
Term,Indigenous status (mother),Non-Indigenous,2016,273211,299988,91.1
Term,Indigenous status (mother),Not stated,2016,915,1032,88.7
Post-term,Indigenous status (mother),Indigenous,2016,74,13794,0.5
Post-term,Indigenous status (mother),Non-Indigenous,2016,1705,299988,0.6
Post-term,Indigenous status (mother),Not stated,2016,3,1032,0.3
Not stated,Indigenous status (mother),Indigenous,2016,10,13794,0.1
Not stated,Indigenous status (mother),Non-Indigenous,2016,241,299988,0.1
Not stated,Indigenous status (mother),Not stated,2016,3,1032,0.3
Pre-term,Indigenous status (baby),Indigenous,2016,2087,16479,12.7
Pre-term,Indigenous status (baby),Non-Indigenous,2016,23852,294828,8.1
Pre-term,Indigenous status (baby),Not stated,2016,875,3507,25
Term,Indigenous status (baby),Indigenous,2016,14291,16479,86.7
Term,Indigenous status (baby),Non-Indigenous,2016,269087,294828,91.3
Term,Indigenous status (baby),Not stated,2016,2586,3507,73.7
Post-term,Indigenous status (baby),Indigenous,2016,84,16479,0.5
Post-term,Indigenous status (baby),Non-Indigenous,2016,1659,294828,0.6
Post-term,Indigenous status (baby),Not stated,2016,39,3507,1.1
Not stated,Indigenous status (baby),Indigenous,2016,17,16479,0.1
Not stated,Indigenous status (baby),Non-Indigenous,2016,230,294828,0.1
Not stated,Indigenous status (baby),Not stated,2016,7,3507,0.2
Pre-term,Maternal age,Less than 20,2016,853,7449,11.5
Pre-term,Maternal age,20-24,2016,3264,37801,8.6
Pre-term,Maternal age,25-29,2016,6712,84752,7.9
Pre-term,Maternal age,30-34,2016,8886,112591,7.9
Pre-term,Maternal age,35-39,2016,5388,58519,9.2
Pre-term,Maternal age,40 and over,2016,1710,13659,12.5
Pre-term,Maternal age,Not stated,2016,1,43,2.3
Term,Maternal age,Less than 20,2016,6544,7449,87.9
Term,Maternal age,20-24,2016,34253,37801,90.6
Term,Maternal age,25-29,2016,77469,84752,91.4
Term,Maternal age,30-34,2016,102994,112591,91.5
Term,Maternal age,35-39,2016,52782,58519,90.2
Term,Maternal age,40 and over,2016,11880,13659,87
Term,Maternal age,Not stated,2016,42,43,97.7
Post-term,Maternal age,Less than 20,2016,42,7449,0.6
Post-term,Maternal age,20-24,2016,244,37801,0.6
Post-term,Maternal age,25-29,2016,512,84752,0.6
Post-term,Maternal age,30-34,2016,627,112591,0.6
Post-term,Maternal age,35-39,2016,303,58519,0.5
Post-term,Maternal age,40 and over,2016,54,13659,0.4
Post-term,Maternal age,Not stated,2016,0,43,0
Not stated,Maternal age,Less than 20,2016,10,7449,0.1
Not stated,Maternal age,20-24,2016,40,37801,0.1
Not stated,Maternal age,25-29,2016,59,84752,0.1
Not stated,Maternal age,30-34,2016,84,112591,0.1
Not stated,Maternal age,35-39,2016,46,58519,0.1
Not stated,Maternal age,40 and over,2016,15,13659,0.1
Not stated,Maternal age,Not stated,2016,0,43,0
Pre-term,Method of birth,Vaginal (non-instrumental),2016,11355,166843,6.8
Pre-term,Method of birth,Vaginal (forceps),2016,971,16284,6
Pre-term,Method of birth,Vaginal (vacuum),2016,912,23548,3.9
Pre-term,Method of birth,Caesarean section,2016,13573,108095,12.6
Pre-term,Method of birth,Not stated,2016,3,44,6.8
Term,Method of birth,Vaginal (non-instrumental),2016,154408,166843,92.5
Term,Method of birth,Vaginal (forceps),2016,15156,16284,93.1
Term,Method of birth,Vaginal (vacuum),2016,22472,23548,95.4
Term,Method of birth,Caesarean section,2016,93890,108095,86.9
Term,Method of birth,Not stated,2016,38,44,86.4
Post-term,Method of birth,Vaginal (non-instrumental),2016,925,166843,0.6
Post-term,Method of birth,Vaginal (forceps),2016,151,16284,0.9
Post-term,Method of birth,Vaginal (vacuum),2016,149,23548,0.6
Post-term,Method of birth,Caesarean section,2016,557,108095,0.5
Post-term,Method of birth,Not stated,2016,0,44,0
Not stated,Method of birth,Vaginal (non-instrumental),2016,155,166843,0.1
Not stated,Method of birth,Vaginal (forceps),2016,6,16284,0
Not stated,Method of birth,Vaginal (vacuum),2016,15,23548,0.1
Not stated,Method of birth,Caesarean section,2016,75,108095,0.1
Not stated,Method of birth,Not stated,2016,3,44,6.8
Pre-term,Onset of labour,Spontaneous,2016,11760,151472,7.8
Pre-term,Onset of labour,Induced,2016,5309,95578,5.6
Pre-term,Onset of labour,No labour,2016,9727,67577,14.4
Pre-term,Onset of labour,Not stated,2016,18,187,9.6
Term,Onset of labour,Spontaneous,2016,138941,151472,91.7
Term,Onset of labour,Induced,2016,89145,95578,93.3
Term,Onset of labour,No labour,2016,57712,67577,85.4
Term,Onset of labour,Not stated,2016,166,187,88.8
Post-term,Onset of labour,Spontaneous,2016,624,151472,0.4
Post-term,Onset of labour,Induced,2016,1066,95578,1.1
Post-term,Onset of labour,No labour,2016,91,67577,0.1
Post-term,Onset of labour,Not stated,2016,1,187,0.5
Not stated,Onset of labour,Spontaneous,2016,147,151472,0.1
Not stated,Onset of labour,Induced,2016,58,95578,0.1
Not stated,Onset of labour,No labour,2016,47,67577,0.1
Not stated,Onset of labour,Not stated,2016,2,187,1.1
Pre-term,Plurality,Singleton,2016,20914,305734,6.8
Pre-term,Plurality,Twins,2016,5664,8818,64.2
Term,Plurality,Singleton,2016,282805,305734,92.5
Term,Plurality,Twins,2016,3134,8818,35.5
Post-term,Plurality,Singleton,2016,1782,305734,0.6
Post-term,Plurality,Twins,2016,0,8818,0
Post-term,Plurality,Other multiples,2016,0,236,0
Post-term,Plurality,Not stated,2016,0,26,0
Not stated,Plurality,Singleton,2016,233,305734,0.1
Not stated,Plurality,Twins,2016,20,8818,0.2
Not stated,Plurality,Other multiples,2016,0,236,0
Not stated,Plurality,Not stated,2016,1,26,3.8
Pre-term,Remoteness area,Major cities,2016,18747,229077,8.2
Pre-term,Remoteness area,Inner regional,2016,4648,50543,9.2
Pre-term,Remoteness area,Outer regional,2016,2409,25682,9.4
Pre-term,Remoteness area,Remote,2016,458,4578,10
Pre-term,Remoteness area,Very remote,2016,374,2897,12.9
Term,Remoteness area,Major cities,2016,208915,229077,91.2
Term,Remoteness area,Inner regional,2016,45487,50543,90
Term,Remoteness area,Outer regional,2016,23124,25682,90
Term,Remoteness area,Remote,2016,4102,4578,89.6
Term,Remoteness area,Very remote,2016,2512,2897,86.7
Post-term,Remoteness area,Major cities,2016,1202,229077,0.5
Post-term,Remoteness area,Inner regional,2016,383,50543,0.8
Post-term,Remoteness area,Outer regional,2016,141,25682,0.5
Post-term,Remoteness area,Remote,2016,19,4578,0.4
Post-term,Remoteness area,Very remote,2016,10,2897,0.3
Not stated,Remoteness area,Major cities,2016,213,229077,0.1
Not stated,Remoteness area,Inner regional,2016,26,50543,0.1
Not stated,Remoteness area,Outer regional,2016,8,25682,0
Not stated,Remoteness area,Remote,2016,0,4578,0
Not stated,Remoteness area,Very remote,2016,1,2897,0
Pre-term,Sex,Male,2016,14264,161796,8.8
Pre-term,Sex,Female,2016,12481,152913,8.2
Pre-term,Sex,Indeterminate/Not stated,2016,69,105,65.7
Term,Sex,Male,2016,146461,161796,90.5
Term,Sex,Female,2016,139468,152913,91.2
Term,Sex,Indeterminate/Not stated,2016,35,105,33.3
Post-term,Sex,Male,2016,932,161796,0.6
Post-term,Sex,Female,2016,850,152913,0.6
Post-term,Sex,Indeterminate/Not stated,2016,0,105,0
Not stated,Sex,Male,2016,139,161796,0.1
Not stated,Sex,Female,2016,114,152913,0.1
Not stated,Sex,Indeterminate/Not stated,2016,1,105,1
Pre-term,Smoking status (any time during pregnancy),Smoked,2016,3957,30525,13
Pre-term,Smoking status (any time during pregnancy),Did not smoke,2016,21923,278374,7.9
Pre-term,Smoking status (any time during pregnancy),Not stated,2016,934,5915,15.8
Term,Smoking status (any time during pregnancy),Smoked,2016,26412,30525,86.5
Term,Smoking status (any time during pregnancy),Did not smoke,2016,254600,278374,91.5
Term,Smoking status (any time during pregnancy),Not stated,2016,4952,5915,83.7
Post-term,Smoking status (any time during pregnancy),Smoked,2016,127,30525,0.4
Post-term,Smoking status (any time during pregnancy),Did not smoke,2016,1641,278374,0.6
Post-term,Smoking status (any time during pregnancy),Not stated,2016,14,5915,0.2
Not stated,Smoking status (any time during pregnancy),Smoked,2016,29,30525,0.1
Not stated,Smoking status (any time during pregnancy),Did not smoke,2016,210,278374,0.1
Not stated,Smoking status (any time during pregnancy),Not stated,2016,15,5915,0.3
Pre-term,Socioeconomic status,Q1 (most disadvantaged),2016,5984,62802,9.5
Pre-term,Socioeconomic status,Q2,2016,5349,61447,8.7
Pre-term,Socioeconomic status,Q3,2016,5459,64121,8.5
Pre-term,Socioeconomic status,Q4,2016,5261,65656,8
Pre-term,Socioeconomic status,Q5 (least disadvantaged),2016,4565,58578,7.8
Pre-term,Socioeconomic status,Not stated,2016,92,1118,8.2
Term,Socioeconomic status,Q1 (most disadvantaged),2016,56374,62802,89.8
Term,Socioeconomic status,Q2,2016,55631,61447,90.5
Term,Socioeconomic status,Q3,2016,58245,64121,90.8
Term,Socioeconomic status,Q4,2016,60044,65656,91.5
Term,Socioeconomic status,Q5 (least disadvantaged),2016,53692,58578,91.7
Term,Socioeconomic status,Not stated,2016,1003,1118,89.7
Post-term,Socioeconomic status,Q1 (most disadvantaged),2016,347,62802,0.6
Post-term,Socioeconomic status,Q2,2016,418,61447,0.7
Post-term,Socioeconomic status,Q3,2016,379,64121,0.6
Post-term,Socioeconomic status,Q4,2016,312,65656,0.5
Post-term,Socioeconomic status,Q5 (least disadvantaged),2016,297,58578,0.5
Post-term,Socioeconomic status,Not stated,2016,19,1118,1.7
Not stated,Socioeconomic status,Q1 (most disadvantaged),2016,97,62802,0.2
Not stated,Socioeconomic status,Q2,2016,49,61447,0.1
Not stated,Socioeconomic status,Q3,2016,38,64121,0.1
Not stated,Socioeconomic status,Q4,2016,39,65656,0.1
Not stated,Socioeconomic status,Q5 (least disadvantaged),2016,24,58578,0
Not stated,Socioeconomic status,Not stated,2016,4,1118,0.4
Pre-term,State and territory of birth,NSW,2016,7152,98709,7.2
Pre-term,State and territory of birth,Vic,2016,7003,80882,8.7
Pre-term,State and territory of birth,Qld,2016,5801,62758,9.2
Pre-term,State and territory of birth,WA,2016,3212,35890,8.9
Pre-term,State and territory of birth,SA,2016,1914,20062,9.5
Pre-term,State and territory of birth,Tas,2016,667,5920,11.3
Pre-term,State and territory of birth,ACT,2016,626,6582,9.5
Pre-term,State and territory of birth,NT,2016,439,4011,10.9
Term,State and territory of birth,NSW,2016,90248,98709,91.4
Term,State and territory of birth,Vic,2016,73585,80882,91
Term,State and territory of birth,Qld,2016,56718,62758,90.4
Term,State and territory of birth,WA,2016,32577,35890,90.8
Term,State and territory of birth,SA,2016,18107,20062,90.3
Term,State and territory of birth,Tas,2016,5240,5920,88.5
Term,State and territory of birth,ACT,2016,5938,6582,90.2
Term,State and territory of birth,NT,2016,3551,4011,88.5
Post-term,State and territory of birth,NSW,2016,1065,98709,1.1
Post-term,State and territory of birth,Vic,2016,287,80882,0.4
Post-term,State and territory of birth,Qld,2016,239,62758,0.4
Post-term,State and territory of birth,WA,2016,101,35890,0.3
Post-term,State and territory of birth,SA,2016,38,20062,0.2
Post-term,State and territory of birth,Tas,2016,13,5920,0.2
Post-term,State and territory of birth,ACT,2016,18,6582,0.3
Post-term,State and territory of birth,NT,2016,21,4011,0.5
Not stated,State and territory of birth,NSW,2016,244,98709,0.2
Not stated,State and territory of birth,Vic,2016,7,80882,0
Not stated,State and territory of birth,Qld,2016,0,62758,0
Not stated,State and territory of birth,WA,2016,0,35890,0
Not stated,State and territory of birth,SA,2016,3,20062,0
Not stated,State and territory of birth,Tas,2016,0,5920,0
Not stated,State and territory of birth,ACT,2016,0,6582,0
Not stated,State and territory of birth,NT,2016,0,4011,0
Pre-term,Admission to SCN/NICU,Admitted,2017,11826,30807,38.4
Pre-term,Admission to SCN/NICU,Not admitted,2017,2945,137474,2.1
Pre-term,Admission to SCN/NICU,Not stated,2017,28,1873,1.5
Term,Admission to SCN/NICU,Admitted,2017,18911,30807,61.4
Term,Admission to SCN/NICU,Not admitted,2017,134109,137474,97.6
Term,Admission to SCN/NICU,Not stated,2017,1840,1873,98.2
Post-term,Admission to SCN/NICU,Admitted,2017,67,30807,0.2
Post-term,Admission to SCN/NICU,Not admitted,2017,417,137474,0.3
Post-term,Admission to SCN/NICU,Not stated,2017,3,1873,0.2
Not stated,Admission to SCN/NICU,Admitted,2017,3,30807,0
Not stated,Admission to SCN/NICU,Not admitted,2017,3,137474,0
Not stated,Admission to SCN/NICU,Not stated,2017,2,1873,0.1
Pre-term,Birth status,Live birth,2017,24862,303478,8.2
Pre-term,Birth status,Stillbirth,2017,1846,2174,84.9
Pre-term,Birth status,Not stated,2017,6,15,40
Term,Birth status,Live birth,2017,277042,303478,91.3
Term,Birth status,Stillbirth,2017,324,2174,14.9
Term,Birth status,Not stated,2017,9,15,60
Post-term,Birth status,Not stated,2017,0,15,0
Not stated,Birth status,Not stated,2017,0,15,0
Pre-term,Birthweight,Low birthweight,2017,16003,22085,72.5
Pre-term,Birthweight,Normal birthweight,2017,10628,279809,3.8
Pre-term,Birthweight,High birthweight,2017,40,3649,1.1
Pre-term,Birthweight,Not stated,2017,43,124,34.7
Term,Birthweight,Low birthweight,2017,6045,22085,27.4
Term,Birthweight,Normal birthweight,2017,267728,279809,95.7
Term,Birthweight,High birthweight,2017,3522,3649,96.5
Term,Birthweight,Not stated,2017,80,124,64.5
Post-term,Birthweight,Normal birthweight,2017,1385,279809,0.5
Post-term,Birthweight,Not stated,2017,1,124,0.8
Not stated,Birthweight,Normal birthweight,2017,68,279809,0
Not stated,Birthweight,Not stated,2017,0,124,0
Pre-term,Body mass index,Underweight,2017,842,7280,11.6
Pre-term,Body mass index,Normal weight,2017,8198,98786,8.3
Pre-term,Body mass index,Overweight,2017,4593,52550,8.7
Pre-term,Body mass index,Obese,2017,4372,42230,10.4
Pre-term,Body mass index,Not stated,2017,1212,5165,23.5
Term,Body mass index,Underweight,2017,6426,7280,88.3
Term,Body mass index,Normal weight,2017,90295,98786,91.4
Term,Body mass index,Overweight,2017,47803,52550,91
Term,Body mass index,Obese,2017,37758,42230,89.4
Term,Body mass index,Not stated,2017,3928,5165,76.1
Post-term,Body mass index,Underweight,2017,12,7280,0.2
Post-term,Body mass index,Normal weight,2017,290,98786,0.3
Post-term,Body mass index,Overweight,2017,152,52550,0.3
Post-term,Body mass index,Obese,2017,99,42230,0.2
Post-term,Body mass index,Not stated,2017,23,5165,0.4
Not stated,Body mass index,Underweight,2017,0,7280,0
Not stated,Body mass index,Normal weight,2017,3,98786,0
Not stated,Body mass index,Overweight,2017,2,52550,0
Not stated,Body mass index,Obese,2017,1,42230,0
Not stated,Body mass index,Not stated,2017,2,5165,0
Pre-term,Country of birth (mother),Born in Australia,2017,18372,197168,9.3
Pre-term,Country of birth (mother),Born overseas,2017,8224,107165,7.7
Pre-term,Country of birth (mother),Not stated,2017,118,1334,8.8
Term,Country of birth (mother),Born in Australia,2017,177687,197168,90.1
Term,Country of birth (mother),Born overseas,2017,98483,107165,91.9
Term,Country of birth (mother),Not stated,2017,1205,1334,90.3
Post-term,Country of birth (mother),Born in Australia,2017,1033,197168,0.5
Post-term,Country of birth (mother),Born overseas,2017,431,107165,0.4
Post-term,Country of birth (mother),Not stated,2017,10,1334,0.7
Not stated,Country of birth (mother),Born in Australia,2017,76,197168,0
Not stated,Country of birth (mother),Born overseas,2017,27,107165,0
Not stated,Country of birth (mother),Not stated,2017,1,1334,0.1
Pre-term,Hospital sector,Public,2017,20159,218976,9.2
Pre-term,Hospital sector,Private,2017,6104,76617,8
Pre-term,Hospital sector,Not stated,2017,0,0,0
Term,Hospital sector,Public,2017,197486,218976,90.2
Term,Hospital sector,Private,2017,70383,76617,91.9
Term,Hospital sector,Not stated,2017,0,0,0
Post-term,Hospital sector,Public,2017,1258,218976,0.6
Post-term,Hospital sector,Private,2017,113,76617,0.1
Post-term,Hospital sector,Not stated,2017,0,0,0
Not stated,Hospital sector,Public,2017,73,218976,0
Not stated,Hospital sector,Private,2017,17,76617,0
Not stated,Hospital sector,Not stated,2017,0,0,0
Pre-term,Indigenous status (mother),Indigenous,2017,1955,13757,14.2
Pre-term,Indigenous status (mother),Non-Indigenous,2017,24695,291120,8.5
Pre-term,Indigenous status (mother),Not stated,2017,64,790,8.1
Term,Indigenous status (mother),Indigenous,2017,11743,13757,85.4
Term,Indigenous status (mother),Non-Indigenous,2017,264909,291120,91
Term,Indigenous status (mother),Not stated,2017,723,790,91.5
Post-term,Indigenous status (mother),Indigenous,2017,55,13757,0.4
Post-term,Indigenous status (mother),Non-Indigenous,2017,1416,291120,0.5
Post-term,Indigenous status (mother),Not stated,2017,3,790,0.4
Not stated,Indigenous status (mother),Indigenous,2017,4,13757,0
Not stated,Indigenous status (mother),Non-Indigenous,2017,100,291120,0
Not stated,Indigenous status (mother),Not stated,2017,0,790,0
Pre-term,Indigenous status (baby),Indigenous,2017,2224,16934,13.1
Pre-term,Indigenous status (baby),Non-Indigenous,2017,23577,285566,8.3
Pre-term,Indigenous status (baby),Not stated,2017,913,3167,28.8
Term,Indigenous status (baby),Indigenous,2017,14637,16934,86.4
Term,Indigenous status (baby),Non-Indigenous,2017,260513,285566,91.2
Term,Indigenous status (baby),Not stated,2017,2225,3167,70.3
Post-term,Indigenous status (baby),Indigenous,2017,69,16934,0.4
Post-term,Indigenous status (baby),Non-Indigenous,2017,1381,285566,0.5
Post-term,Indigenous status (baby),Not stated,2017,24,3167,0.8
Not stated,Indigenous status (baby),Indigenous,2017,4,16934,0
Not stated,Indigenous status (baby),Non-Indigenous,2017,95,285566,0
Not stated,Indigenous status (baby),Not stated,2017,5,3167,0.2
Pre-term,Maternal age,Less than 20,2017,762,6730,11.3
Pre-term,Maternal age,20-24,2017,3132,35296,8.9
Pre-term,Maternal age,25-29,2017,6711,81985,8.2
Pre-term,Maternal age,30-34,2017,8899,108758,8.2
Pre-term,Maternal age,35-39,2017,5457,59497,9.2
Pre-term,Maternal age,40 and over,2017,1751,13373,13.1
Pre-term,Maternal age,Not stated,2017,2,28,7.1
Term,Maternal age,Less than 20,2017,5936,6730,88.2
Term,Maternal age,20-24,2017,31985,35296,90.6
Term,Maternal age,25-29,2017,74832,81985,91.3
Term,Maternal age,30-34,2017,99274,108758,91.3
Term,Maternal age,35-39,2017,53743,59497,90.3
Term,Maternal age,40 and over,2017,11579,13373,86.6
Term,Maternal age,Not stated,2017,26,28,92.9
Post-term,Maternal age,Less than 20,2017,30,6730,0.4
Post-term,Maternal age,20-24,2017,165,35296,0.5
Post-term,Maternal age,25-29,2017,420,81985,0.5
Post-term,Maternal age,30-34,2017,552,108758,0.5
Post-term,Maternal age,35-39,2017,272,59497,0.5
Post-term,Maternal age,40 and over,2017,35,13373,0.3
Post-term,Maternal age,Not stated,2017,0,28,0
Not stated,Maternal age,Less than 20,2017,2,6730,0
Not stated,Maternal age,20-24,2017,14,35296,0
Not stated,Maternal age,25-29,2017,22,81985,0
Not stated,Maternal age,30-34,2017,33,108758,0
Not stated,Maternal age,35-39,2017,25,59497,0
Not stated,Maternal age,40 and over,2017,8,13373,0.1
Not stated,Maternal age,Not stated,2017,0,28,0
Pre-term,Method of birth,Vaginal (non-instrumental),2017,11011,159984,6.9
Pre-term,Method of birth,Vaginal (forceps),2017,946,15931,5.9
Pre-term,Method of birth,Vaginal (vacuum),2017,908,22216,4.1
Pre-term,Method of birth,Caesarean section,2017,13847,107510,12.9
Pre-term,Method of birth,Not stated,2017,2,26,7.7
Term,Method of birth,Vaginal (non-instrumental),2017,148190,159984,92.6
Term,Method of birth,Vaginal (forceps),2017,14837,15931,93.1
Term,Method of birth,Vaginal (vacuum),2017,21182,22216,95.3
Term,Method of birth,Caesarean section,2017,93144,107510,86.6
Term,Method of birth,Not stated,2017,22,26,84.6
Post-term,Method of birth,Vaginal (non-instrumental),2017,741,159984,0.5
Post-term,Method of birth,Vaginal (forceps),2017,142,15931,0.9
Post-term,Method of birth,Vaginal (vacuum),2017,118,22216,0.5
Post-term,Method of birth,Caesarean section,2017,473,107510,0.4
Post-term,Method of birth,Not stated,2017,0,26,0
Not stated,Method of birth,Vaginal (non-instrumental),2017,42,159984,0
Not stated,Method of birth,Vaginal (forceps),2017,6,15931,0
Not stated,Method of birth,Vaginal (vacuum),2017,8,22216,0
Not stated,Method of birth,Caesarean section,2017,46,107510,0
Not stated,Method of birth,Not stated,2017,2,26,7.7
Pre-term,Onset of labour,Spontaneous,2017,11181,138426,8.1
Pre-term,Onset of labour,Induced,2017,5426,98862,5.5
Pre-term,Onset of labour,No labour,2017,10098,68289,14.8
Pre-term,Onset of labour,Not stated,2017,9,90,10.0
Term,Onset of labour,Spontaneous,2017,126736,138426,91.6
Term,Onset of labour,Induced,2017,92472,98862,93.5
Term,Onset of labour,No labour,2017,58087,68289,85.1
Term,Onset of labour,Not stated,2017,80,90,88.9
Post-term,Onset of labour,Spontaneous,2017,456,138426,0.3
Post-term,Onset of labour,Induced,2017,942,98862,1
Post-term,Onset of labour,No labour,2017,76,68289,0.1
Post-term,Onset of labour,Not stated,2017,0,90,0
Not stated,Onset of labour,Spontaneous,2017,53,138426,0
Not stated,Onset of labour,Induced,2017,22,98862,0
Not stated,Onset of labour,No labour,2017,28,68289,0
Not stated,Onset of labour,Not stated,2017,1,90,1.1
Pre-term,Plurality,Singleton,2017,20658,296579,7
Pre-term,Plurality,Not stated,2017,0,0,0
Term,Plurality,Singleton,2017,274375,296579,92.5
Term,Plurality,Not stated,2017,0,0,0
Post-term,Plurality,Singleton,2017,1474,296579,0.5
Post-term,Plurality,Twins,2017,0,8920,0
Post-term,Plurality,Other multiples,2017,0,168,0
Post-term,Plurality,Not stated,2017,0,0,0
Not stated,Plurality,Singleton,2017,72,296579,0
Not stated,Plurality,Twins,2017,32,8920,0.4
Not stated,Plurality,Other multiples,2017,0,168,0
Not stated,Plurality,Not stated,2017,0,0,0
Pre-term,Remoteness area,Major cities,2017,18596,220260,8.4
Pre-term,Remoteness area,Inner regional,2017,4585,48633,9.4
Pre-term,Remoteness area,Outer regional,2017,2330,24721,9.4
Term,Remoteness area,Major cities,2017,200619,220260,91.1
Term,Remoteness area,Inner regional,2017,43691,48633,89.8
Term,Remoteness area,Outer regional,2017,22269,24721,90.1
Term,Remoteness area,Remote,2017,4253,4723,90.1
Term,Remoteness area,Very remote,2017,2552,2957,86.3
Post-term,Remoteness area,Major cities,2017,981,220260,0.4
Post-term,Remoteness area,Inner regional,2017,330,48633,0.7
Post-term,Remoteness area,Outer regional,2017,115,24721,0.5
Not stated,Remoteness area,Major cities,2017,64,220260,0
Not stated,Remoteness area,Inner regional,2017,27,48633,0.1
Not stated,Remoteness area,Outer regional,2017,8,24721,0
Not stated,Remoteness area,Remote,2017,1,4723,0
Not stated,Remoteness area,Very remote,2017,0,2957,0
Pre-term,Sex,Male,2017,14260,157309,9.1
Pre-term,Sex,Female,2017,12376,148259,8.3
Pre-term,Sex,Indeterminate/Not stated,2017,78,99,78.8
Term,Sex,Male,2017,142247,157309,90.4
Term,Sex,Female,2017,135107,148259,91.1
Term,Sex,Indeterminate/Not stated,2017,21,99,21.2
Post-term,Sex,Male,2017,744,157309,0.5
Post-term,Sex,Female,2017,730,148259,0.5
Post-term,Sex,Indeterminate/Not stated,2017,0,99,0
Not stated,Sex,Male,2017,58,157309,0
Not stated,Sex,Female,2017,46,148259,0
Not stated,Sex,Indeterminate/Not stated,2017,0,99,0
Pre-term,Smoking status (any time during pregnancy),Smoked,2017,4052,29707,13.6
Pre-term,Smoking status (any time during pregnancy),Did not smoke,2017,22061,271429,8.1
Pre-term,Smoking status (any time during pregnancy),Not stated,2017,601,4531,13.3
Term,Smoking status (any time during pregnancy),Smoked,2017,25529,29707,85.9
Term,Smoking status (any time during pregnancy),Did not smoke,2017,247932,271429,91.3
Term,Smoking status (any time during pregnancy),Not stated,2017,3914,4531,86.4
Post-term,Smoking status (any time during pregnancy),Smoked,2017,110,29707,0.4
Post-term,Smoking status (any time during pregnancy),Did not smoke,2017,1350,271429,0.5
Post-term,Smoking status (any time during pregnancy),Not stated,2017,14,4531,0.3
Not stated,Smoking status (any time during pregnancy),Smoked,2017,16,29707,0.1
Not stated,Smoking status (any time during pregnancy),Did not smoke,2017,86,271429,0
Not stated,Smoking status (any time during pregnancy),Not stated,2017,2,4531,0
Pre-term,Socioeconomic status,Q1 (most disadvantaged),2017,5904,61103,9.7
Pre-term,Socioeconomic status,Q2,2017,5133,57831,8.9
Pre-term,Socioeconomic status,Q3,2017,5753,66263,8.7
Pre-term,Socioeconomic status,Q4,2017,5323,61458,8.7
Pre-term,Socioeconomic status,Q5 (least disadvantaged),2017,4226,54346,7.8
Pre-term,Socioeconomic status,Not stated,2017,269,3529,7.6
Term,Socioeconomic status,Q1 (most disadvantaged),2017,54899,61103,89.8
Term,Socioeconomic status,Q2,2017,52332,57831,90.5
Term,Socioeconomic status,Q3,2017,60187,66263,90.8
Term,Socioeconomic status,Q4,2017,55863,61458,90.9
Term,Socioeconomic status,Q5 (least disadvantaged),2017,49840,54346,91.7
Term,Socioeconomic status,Not stated,2017,3226,3529,91.4
Post-term,Socioeconomic status,Q1 (most disadvantaged),2017,273,61103,0.4
Post-term,Socioeconomic status,Q2,2017,347,57831,0.6
Post-term,Socioeconomic status,Q3,2017,307,66263,0.5
Post-term,Socioeconomic status,Q4,2017,255,61458,0.4
Post-term,Socioeconomic status,Q5 (least disadvantaged),2017,260,54346,0.5
Post-term,Socioeconomic status,Not stated,2017,29,3529,0.8
Not stated,Socioeconomic status,Q1 (most disadvantaged),2017,27,61103,0
Not stated,Socioeconomic status,Q2,2017,19,57831,0
Not stated,Socioeconomic status,Q3,2017,16,66263,0
Not stated,Socioeconomic status,Q4,2017,17,61458,0
Not stated,Socioeconomic status,Q5 (least disadvantaged),2017,20,54346,0
Not stated,Socioeconomic status,Not stated,2017,5,3529,0.1
Pre-term,State and territory of birth,NSW,2017,7075,95807,7.4
Pre-term,State and territory of birth,Vic,2017,7125,79771,8.9
Pre-term,State and territory of birth,Qld,2017,5699,60314,9.4
Pre-term,State and territory of birth,WA,2017,3290,34546,9.5
Pre-term,State and territory of birth,SA,2017,1866,19485,9.6
Pre-term,State and territory of birth,Tas,2017,614,5581,11
Pre-term,State and territory of birth,ACT,2017,623,6314,9.9
Pre-term,State and territory of birth,NT,2017,422,3849,11
Term,State and territory of birth,NSW,2017,87751,95807,91.6
Term,State and territory of birth,Vic,2017,72403,79771,90.8
Term,State and territory of birth,Qld,2017,54445,60314,90.3
Term,State and territory of birth,WA,2017,31167,34546,90.2
